STATUS,UNIVERSITY NAME,FACULTY NAME,LEVEL TYPE,YEARS,BRANCH TYPE,CATEGORY NAME,SERIES NAME,SUB SERIES NAME,COLOR,PROD SUM PRICE,PROD TOTAL AMT,INSTALL NUM,INSTALL SUM FINAL,HP VAT SUM
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,นิติศาสตร์​,ปริญญาตรี,2,1.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Deep Purple,43690,44235,18,2819.45,50750.1
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,การจัดการ,ปริญญาตรี,1,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),256GB,Space Gray,16300,19870,9,1615.64,14540.76
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,10300,13160,9,1343.42,12090.78
Wait Welcome Call,มหาวิทยาลัยรังสิต,วิศวกรรมศาสตร์​,ปริญญาตรี,2,1.0,Smart Phone,iPhone 14,128GB,Purple,29500,30045,18,1815.22,32673.96
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,วิศวกรรมศาสตร์​,ปริญญาตรี,2,1.0,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),64GB,Blue,16700,23135,18,1397.74,25159.32
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,1,1.0,Laptop,MacBook Air 13: M1 chip 8C CPU/7C GPU/8GB/256GB - 2020,256GB,Space Grey,28800,29530,24,1673.36,40160.64
Wait Welcome Call,มหาวิทยาลัยราชภัฏสุราษฎ์ธานี,นิติศาสตร์​,ปริญญาตรี,4,3.0,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,256GB,Deep Purple,44690,45420,24,2333.34,56000.16
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,1,1.0,Smart Phone,iPhone 14,128GB,Blue,29500,30230,24,1713.04,41112.96
Wait Welcome Call,มหาวิทยาลัยราชภัฏจันทรเกษม,การจัดการ,ปริญญาตรี,2,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Purple,19300,23620,24,1181,28344
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,วิศวกรรมศาสตร์​,ปริญญาตรี,1,3.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,18500,19045,18,1150.64,20711.52
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา เขตพื้นที่ภาคพายัพเชียงใหม่,วิศวกรรมศาสตร์​,ปริญญาตรี,3,1.0,Smart Phone,iPhone 13,128GB,Midnight,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยบูรพา บางแสน,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,1,3.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,10300,10845,18,742.58,13366.44
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,3,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,29620,24,1678.47,40283.28
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาโท,2,1.0,Smart Phone,iPhone 14,128GB,Blue,29500,30045,18,2057.25,37030.5
Wait Welcome Call,มหาวิทยาลัยราชภัฏรำไพพรรณี,เทคโนโลยี,ปริญญาตรี,2,2.0,Smart Phone,iPhone 13,128GB,Midnight,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยสวนดุสิต,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Purple,25300,26030,24,1475.04,35400.96
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,4,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),256GB,Silver,16300,17030,24,965.03,23160.72
Wait Welcome Call,มหาวิทยาลัยราชภัฏสวนสุนันทา,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,3.0,Smart Phone,iPhone 13,128GB,Starlight,26500,30835,18,2111.35,38004.3
Wait Welcome Call,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมศาสตร์​,ปริญญาตรี,3,2.0,Smart Phone,iPhone 13,128GB,Blue,26500,27230,24,1415.33,33967.92
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,บริหารธุรกิจ,ปริญญาตรี,2,2.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Purple,25300,32610,24,1847.9,44349.6
Wait Welcome Call,มหาวิทยาลัยรังสิต,เทคโนโลยี,ปริญญาตรี,1,1.0,Laptop,MacBook Air 13: M1 chip 8C CPU/7C GPU/8GB/256GB - 2020,256GB,Space Grey,28800,29070,9,3363.23,30269.07
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,เทคโนโลยี,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Space Gray,19300,26425,18,1809.38,32568.84
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,สาธารณสุข/เวชศาสตร์เขตร้อน,ปริญญาตรี,1,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),256GB,Silver,16300,19870,9,2298.85,20689.65
Wait Welcome Call,มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต,วิศวกรรมศาสตร์​,ปริญญาตรี,1,3.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Pink,19300,23435,18,1415.87,25485.66
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),64GB,Blue,16700,17430,24,871.5,20916
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร ศูนย์พณิชยการพระนคร,บริหารธุรกิจ,ปริญญาตรี,4,1.0,Smart Phone,iPhone 13,128GB,Blue,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,2,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Space Gray,19300,19665,12,1810.81,21729.72
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Smart Phone,iPhone 13,128GB,Pink,26500,27045,18,1851.83,33332.94
Wait Welcome Call,มหาวิทยาลัยราชภัฏสวนสุนันทา,การจัดการ,ปริญญาตรี,3,1.0,Smart Phone,iPhone 13,128GB,Midnight,26500,27230,24,1361.5,32676
Wait Welcome Call,มหาวิทยาลัยราชภัฏเพชรบุรี ,พยาบาล,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,32610,24,1847.9,44349.6
Wait Welcome Call,มหาวิทยาลัยราชภัฏอุดรธานี,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,1,3.0,Smart Phone,iPhone 13,128GB,Midnight,26500,27045,18,1851.83,33332.94
Wait Welcome Call,วิทยาลัยเทคนิคน่าน,ช่าง,เทียบเท่าปริญญาตรี,1,2.0,Smart Phone,iPhone 13,128GB,Green,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,บริหารธุรกิจ,ปริญญาตรี,1,1.0,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),256GB,Pink,22700,26365,12,1772.87,21274.44
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,บริหารธุรกิจ,ปริญญาตรี,1,2.0,Tablet,Galaxy Tab S8 Wi-Fi,128GB,Silver,21900,22630,24,1282.36,30776.64
Wait Welcome Call,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 13,128GB,Blue,26500,26865,12,2473.82,29685.84
Wait Welcome Call,มหาวิทยาลัยราชภัฏเชียงราย,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,1.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,16200,16470,9,1833.41,16500.69
Wait Welcome Call,มหาวิทยาลัยรังสิต,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Purple,25300,32610,24,1811.9,43485.6
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Blue,19300,23435,18,1604.65,28883.7
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,บริหารธุรกิจ,ปริญญาตรี,1,3.0,Smart Phone,iPhone 14,128GB,Midnight,29500,30230,24,1713.04,41112.96
Wait Welcome Call,มหาวิทยาลัยราชภัฏสกลนคร,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 14,128GB,Starlight,29500,29770,9,2690.92,24218.28
Wait Welcome Call,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,1,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,10300,11030,24,555.33,13327.92
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,วิทยาศาสตร์และเทคโนโลยี/วิทยาการคอม,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Blue,19300,23620,24,1308,31392
Wait Welcome Call,มหาวิทยาลัยเชียงใหม่,วิจิตรศิลป์/มัณฑนศิลป์/จิตรกรรม/สถาปัตยกรรม/โบราณคดี,ปริญญาตรี,1,1.0,Laptop,MacBook Pro 13 : M2 chip 8C CPU/10C GPU/8GB - 2022,256GB,Space Grey,43400,44130,24,1608.67,38608.08
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตสงขลา,บริหารธุรกิจ,ปริญญาตรี,4,3.0,Smart Phone,iPhone 14,128GB,Starlight,29500,29865,12,2750.07,33000.84
Wait Welcome Call,มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต,บริหารธุรกิจ,ปริญญาตรี,1,2.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Space Gray,19300,23435,18,1604.65,28883.7
Wait Welcome Call,มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต,วิจิตรศิลป์/มัณฑนศิลป์/จิตรกรรม/สถาปัตยกรรม/โบราณคดี,ปริญญาตรี,1,3.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Space Black,43690,44420,24,2333.34,56000.16
Wait Welcome Call,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตเฉลิมพระเกียรติ,การจัดการ,ปริญญาตรี,4,3.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,Black,16200,16745,18,1146.57,20638.26
Wait Welcome Call,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตกรุงเทพ,วิทยาศาสตร์การกีฬา/พลศึกษา,ปริญญาตรี,4,2.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,16200,16565,12,1525.36,18304.32
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตขอนแก่น,บริหารธุรกิจ,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Starlight,19300,23435,18,1604.65,28883.7
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Purple,25300,29160,9,3373.65,30362.85
Wait Welcome Call,มหาวิทยาลัยราชภัฏอุดรธานี,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,3,1.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,18500,19230,24,1089.7,26152.8
