STATUS,UNIVERSITY NAME,FACULTY NAME,LEVEL TYPE,YEARS,BRANCH TYPE,CATEGORY NAME,SERIES NAME,SUB SERIES NAME,COLOR,PROD SUM PRICE,PROD TOTAL AMT,INSTALL NUM,INSTALL SUM FINAL,HP VAT SUM
Wait Welcome Call,มหาวิทยาลัยราชภัฏภูเก็ต,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,3,Smart Phone,iPhone 13,128GB,Starlight,24500,25230,24,1402.78,33666.72
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา เขตพื้นที่ภาคพายัพเชียงใหม่,วิศวกรรมศาสตร์​,ปริญญาตรี,3,3,Smart Phone,iPhone 14,128GB,Midnight,28500,29045,18,2174.28,39137.04
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,1,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Starlight,27900,36210,24,2257.6,54182.4
Wait Welcome Call,วิทยาลัยเทคนิคน่าน,อุตสาหกรรม,เทียบเท่าปริญญาตรี,1,2,Smart Phone,iPhone 13,128GB,Green,24500,25230,24,1312.34,31496.16
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา เขตพื้นที่ภาคพายัพเชียงใหม่,บริหารธุรกิจ,ปริญญาตรี,1,1,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Gold,36690,37420,24,2245.92,53902.08
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,รัฐศาสตร์/การเมือง/การปกครอง,ปริญญาตรี,2,1,Smart Phone,iPhone 14,128GB,Starlight,28500,29045,18,2166.35,38994.3
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,นิติศาสตร์​,ปริญญาตรี,2,1,Smart Phone,iPhone 13,128GB,Pink,24500,24865,12,2483.12,29797.44
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,วิทยาศาสตร์และเทคโนโลยี/วิทยาการคอม,ปริญญาตรี,4,1,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Deep Purple,36690,37420,24,2245.92,53902.08
Wait Welcome Call,มหาวิทยาลัยรัตนบัณฑิต,โลจิสติกส์/การบิน,ปริญญาตรี,1,3,Smart Phone,iPhone 14,128GB,Midnight,28500,33020,24,2059.03,49416.72
Wait Welcome Call,สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาโท,2,1,Tablet,iPad Air 10.9-inch Wi-Fi + Cellular (5th Gen),64GB,Blue,27900,36210,24,2257.6,54182.4
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตขอนแก่น,การบริการ/การท่องเที่ยว/การโรงแรม,ปริญญาตรี,1,1,Smart Phone,iPhone 14,128GB,Purple,28500,29045,18,1584.96,28529.28
Wait Welcome Call,มหาวิทยาลัยราชภัฏเพชรบุรี ,การจัดการ,ปริญญาตรี,2,1,Smart Phone,iPhone 13,128GB,Pink,24500,29020,24,1810.03,43440.72
Wait Welcome Call,มหาวิทยาลัยราชภัฏสวนสุนันทา,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,4,1,Smart Phone,iPhone 13,128GB,Starlight,24500,28835,18,1799.34,32388.12
Wait Welcome Call,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตบางเขน,วิศวกรรมศาสตร์​,ปริญญาตรี,2,2,Smart Phone,iPhone 15,128GB,Pink,32900,33630,24,2097,50328
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,รัฐศาสตร์/การเมือง/การปกครอง,ปริญญาตรี,1,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,27900,33220,24,1955.41,46929.84
Wait Welcome Call,มหาวิทยาลัยราชภัฏเพชรบุรี ,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,1,Smart Phone,iPhone 14,128GB,Starlight,28500,33020,24,2059.03,49416.72
Wait Welcome Call,มหาวิทยาลัยราชภัฏเชียงราย,การบริการ/การท่องเที่ยว/การโรงแรม,ปริญญาตรี,1,1,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Space Black,39490,40035,18,1998.25,35968.5
Wait Welcome Call,มหาวิทยาลัยเฉลิมกาญจนา วิทยาเขตบุรีรัมย์ ,บริหารธุรกิจ,ปริญญาตรี,2,2,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Deep Purple,36690,37420,24,1944.69,46672.56
Wait Welcome Call,มหาวิทยาลัยรามคำแหง,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,3,3,Smart Phone,iPhone 13,128GB,Midnight,24500,25045,18,1751.08,31519.44
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,นานาชาติ,ปริญญาตรี,1,1,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Space Black,36690,37235,18,2322.6,41806.8
Wait Welcome Call,มหาวิทยาลัยราชภัฏนครสวรรค์,วิทยาศาสตร์การกีฬา/พลศึกษา,ปริญญาตรี,2,3,Smart Phone,iPhone 13,128GB,Midnight,24500,24770,9,3092.67,27834.03
Wait Welcome Call,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตบางเขน,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,2,1,Smart Phone,iPhone 15,128GB,Blue,32900,33630,24,2097,50328
Wait Welcome Call,มหาวิทยาลัยรามคำแหง,รัฐศาสตร์/การเมือง/การปกครอง,ปริญญาตรี,1,1,Smart Phone,iPhone 14 Plus,128GB,Starlight,32600,33330,24,1732.53,41580.72
Wait Welcome Call,มหาวิทยาลัยเชียงใหม่,เกษตรศาสตร์/ประมง/สิ่งแวดล้อม/ทรัพยากร/วนศาสตร์,ปริญญาตรี,1,1,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,12100,12645,18,787.63,14177.34
Wait Welcome Call,มหาวิทยาลัยธนบุรี,วิศวกรรมศาสตร์​,ปริญญาตรี,2,2,Smart Phone,iPhone 14,128GB,Blue,28500,29045,18,1812.43,32623.74
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,1,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,18100,20635,18,1288.56,23194.08
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,รัฐศาสตร์/การเมือง/การปกครอง,ปริญญาตรี,3,1,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,15800,16165,12,1461.95,17543.4
Wait Welcome Call,มหาวิทยาลัยราชภัฏธนบุรี สมุทรปราการ,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,2,Smart Phone,iPhone 14 Plus,128GB,Starlight,32600,33330,24,1732.53,41580.72
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร ศูนย์พณิชยการพระนคร,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,2,2,Smart Phone,iPhone 13,128GB,Pink,24500,25230,24,1312.3,31495.2
Wait Welcome Call,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมศาสตร์​,ปริญญาตรี,1,2,Tablet,iPad Pro 11-inch Wi-Fi 2022 (4th Gen),256GB,Space Gray,34800,35345,18,2357.38,42432.84
Wait Welcome Call,มหาวิทยาลัยหอการค้าไทย,บริหารธุรกิจ,ปริญญาตรี,4,1,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),256GB,Silver,18100,18645,18,1164.6,20962.8
Wait Welcome Call,มหาวิทยาลัยราชภัฏสุราษฎ์ธานี,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,2,3,Smart Phone,iPhone 14,128GB,Starlight,28500,28865,12,2882.12,34585.44
Wait Welcome Call,มหาวิทยาลัยราชภัฏสุราษฎ์ธานี,นิติศาสตร์​,ปริญญาตรี,4,2,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,18100,20455,12,1383.26,16599.12
Wait Welcome Call,มหาวิทยาลัยรัตนบัณฑิต,วิศวกรรมศาสตร์​,ปริญญาตรี,3,2,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Deep Purple,36690,37420,24,2332.93,55990.32
Wait Welcome Call,มหาวิทยาลัยวลัยลักษณ์ นครศรีธรรมราช,เทคนิคการแพทย์/รังสีเทคนิค/สหเวช/จิตวิทยา/กายภาพบำบัด,ปริญญาตรี,4,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,27900,28630,24,1785.76,42858.24
Wait Welcome Call,มหาวิทยาลัยราชภัฏภูเก็ต,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,3,Smart Phone,iPhone 14 Plus,128GB,Starlight,32600,33330,24,2078.33,49879.92
Wait Welcome Call,มหาวิทยาลัยราชภัฏอุดรธานี,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,4,1,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Deep Purple,36690,37420,24,2332.93,55990.32
Wait Welcome Call,มหาวิทยาลัยราชภัฏเชียงราย,การสื่อสารดิจิทัล/มัลติมีเดีย/คอมพิวเตอร์กราฟฟิก/แฟชั่นและสิ่งทอ/เทคโนโลยีสารสนเทศ,ปริญญาตรี,1,2,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,256GB,Deep Purple,40690,41420,24,1485.09,35642.16
Wait Welcome Call,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตเฉลิมพระเกียรติ,วิศวกรรมศาสตร์​,ปริญญาตรี,1,2,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,15800,16165,12,1346.47,16157.64
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก วิทยาเขตจันทบุรี,เทคโนโลยี,ปริญญาตรี,4,3,Smart Phone,iPhone 13,128GB,Pink,24500,24865,12,2483.12,29797.44
Wait Welcome Call,มหาวิทยาลัยราชภัฏสงขลา,เทคโนโลยี,ปริญญาตรี,1,2,Smart Phone,iPhone 13,128GB,Starlight,24500,25230,24,1499.61,35990.64
Wait Welcome Call,มหาวิทยาลัยราชภัฏเชียงราย,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,1,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),64GB,Silver,16700,20704,18,1473.58,26524.44
Wait Welcome Call,มหาวิทยาลัยเชียงใหม่,วิจิตรศิลป์/มัณฑนศิลป์/จิตรกรรม/สถาปัตยกรรม/โบราณคดี,ปริญญาตรี,1,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Pink,27900,28630,24,1637.95,39310.8
Wait Welcome Call,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตเฉลิมพระเกียรติ,การจัดการ,ปริญญาตรี,3,2,Smart Phone,iPhone 13,128GB,Starlight,24500,25045,18,1667.27,30010.86
Wait Welcome Call,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,ดุริยางคศิลป์/ดนตรี/การแสดง/นาฏศิลป์,ปริญญาตรี,4,2,Smart Phone,iPhone 13,128GB,Pink,24500,24865,12,2483.12,29797.44
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คหกรรม,ปริญญาตรี,5,3,Smart Phone,iPhone 13,128GB,Blue,24500,25045,18,1875.28,33755.04
Wait Welcome Call,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตเฉลิมพระเกียรติ,วิทยาศาสตร์และเทคโนโลยี/วิทยาการคอม,ปริญญาตรี,2,3,Smart Phone,iPhone 11 (New Box) 64GB,64GB,Black,15800,16530,24,861.03,20664.72
Wait Welcome Call,มหาวิทยาลัยราชภัฏศรีสะเกษ,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,2,2,Smart Phone,Galaxy S23 Ultra (5G),256GB,Phantom Black,39900,40630,24,1689.68,40552.32
Wait Welcome Call,มหาวิทยาลัยราชภัฏภูเก็ต,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,2,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,18100,18465,12,1844.71,22136.52
Wait Welcome Call,มหาวิทยาลัยราชภัฏสงขลา,การจัดการ,ปริญญาตรี,1,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Blue,21900,27220,24,1415.57,33973.68
Wait Welcome Call,มหาวิทยาลัยราชภัฏบุรีรัมย์,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,4,3,Smart Phone,iPhone 15,128GB,Green,32900,33630,24,1748.09,41954.16
Wait Welcome Call,มหาวิทยาลัยเชียงใหม่,วิศวกรรมศาสตร์​,ปริญญาตรี,4,1,Smart Phone,iPhone 15,128GB,Blue,32900,33445,18,2503.18,45057.24
Wait Welcome Call,มหาวิทยาลัยเชียงใหม่,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,4,1,Smart Phone,iPhone 14 Plus,128GB,Purple,32600,33330,24,1963.02,47112.48
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,2,2,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,15800,16530,24,1032.53,24780.72
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,2,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Purple,21900,26855,12,2681.62,32179.44
Wait Welcome Call,มหาวิทยาลัยแม่โจ้ วิทยาเขตเชียงใหม่,บริหารธุรกิจ,เทียบเท่าปริญญาตรี,3,3,Smart Phone,iPhone 14,128GB,Midnight,28500,29045,18,1812.37,32622.66
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,นิติศาสตร์​,ปริญญาตรี,2,1,Smart Phone,iPhone 14,128GB,Midnight,28500,28865,12,2882.12,34585.44
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,วิศวกรรมศาสตร์​,ปริญญาตรี,2,1,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Silver,12100,14960,9,1868.88,16819.92
Wait Welcome Call,จุฬาลงกรณ์มหาวิทยาลัย,วิจิตรศิลป์/มัณฑนศิลป์/จิตรกรรม/สถาปัตยกรรม/โบราณคดี,ปริญญาตรี,2,3,Tablet,iPad Air 10.9-inch Wi-Fi + Cellular (5th Gen),256GB,Space Gray,33900,39220,24,2424.36,58184.64
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,3,1,Smart Phone,iPhone 15,128GB,Blue,32900,33630,24,1741.69,41800.56
Wait Welcome Call,มหาวิทยาลัยราชภัฏอุบลราชธานี,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,2,Smart Phone,iPhone 13,128GB,Pink,24500,25045,18,1563.26,28138.68
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,1,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Starlight,27900,33220,24,2024.59,48590.16
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,รัฐศาสตร์/การเมือง/การปกครอง,ปริญญาตรี,2,1,Smart Phone,iPhone 13,128GB,Midnight,24500,25230,24,1574.1,37778.4
Wait Welcome Call,วิทยาลัยการอาชีพสอง,ช่าง,เทียบเท่าปริญญาตรี,1,2,Smart Phone,iPhone 13,128GB,Green,24500,24865,12,1650.37,19804.44
Wait Welcome Call,มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี/วิทยาการคอม,ปริญญาตรี,1,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,27900,33220,24,2071.48,49715.52
Wait Welcome Call,มหาวิทยาลัยกรุงเทพธนบุรี,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,1,2,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,15800,16530,24,861.03,20664.72
Wait Welcome Call,มหาวิทยาลัยรังสิต,เทคนิคการแพทย์/รังสีเทคนิค/สหเวช/จิตวิทยา/กายภาพบำบัด,ปริญญาตรี,1,1,Smart Phone,iPhone 13,128GB,Starlight,24500,25230,24,1312.34,31496.16
Wait Welcome Call,มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,1,1,Laptop,MacBook Air 13 : M2 chip 8C CPU/8C GPU/8GB - 2022,256GB,Starlight,36300,37030,24,2308.65,55407.6
Wait Welcome Call,มหาวิทยาลัยราชภัฏเพชรบุรี ,การจัดการ,ปริญญาตรี,5,1,Smart Phone,iPhone 14,128GB,Blue,28500,33020,24,2059.03,49416.72
Wait Welcome Call,มหาวิทยาลัยราชภัฏพระนคร,เทคโนโลยี,ปริญญาตรี,2,2,Smart Phone,iPhone 14,128GB,Purple,28500,29230,24,1402.78,33666.72
Wait Welcome Call,มหาวิทยาลัยสวนดุสิต,การจัดการ,ปริญญาตรี,1,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Space Gray,21900,29750,9,3713.93,33425.37
Wait Welcome Call,มหาวิทยาลัยราชภัฏหมู่บ้านจอมบึง,วิทยาศาสตร์และเทคโนโลยี/วิทยาการคอม,ปริญญาตรี,2,3,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Silver,12100,12465,12,1246.22,14954.64
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,บริหารธุรกิจ,ปริญญาตรี,2,1,Smart Phone,iPhone 15,128GB,Black,32900,33630,24,2097,50328
Wait Welcome Call,วิทยาลัยเทคนิคสุพรรณบุรี,การสื่อสารดิจิทัล/มัลติมีเดีย/คอมพิวเตอร์กราฟฟิก/แฟชั่นและสิ่งทอ/เทคโนโลยีสารสนเทศ,ปริญญาตรี,1,3,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,18100,18830,24,980.34,23528.16
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,4,1,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),64GB,Pink,16700,17065,12,1406.54,16878.48
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,เทคนิคการแพทย์/รังสีเทคนิค/สหเวช/จิตวิทยา/กายภาพบำบัด,ปริญญาตรี,4,1,Smart Phone,iPhone 15,128GB,Blue,32900,33630,24,1637.95,39310.8
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,วิทยาศาสตร์และเทคโนโลยี/วิทยาการคอม,ปริญญาตรี,1,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Starlight,21900,26855,12,2225.6,26707.2
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,บริหารธุรกิจ,ปริญญาตรี,4,1,Smart Phone,iPhone 13,128GB,Pink,24500,25045,18,1875.28,33755.04
Wait Welcome Call,มหาวิทยาลัยราชภัฏศรีสะเกษ,รัฐศาสตร์/การเมือง/การปกครอง,ปริญญาตรี,4,2,Smart Phone,iPhone 13,128GB,Pink,24500,25045,18,1834.13,33014.34
Wait Welcome Call,มหาวิทยาลัยกาฬสินธุ์,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,3,2,Smart Phone,Galaxy A54 (5G),128GB,Light Green,12999,13364,12,1299.8,15597.6
Wait Welcome Call,มหาวิทยาลัยรังสิต,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,3,1,Laptop,MacBook Air 13: M1 chip 8C CPU/7C GPU/8GB/256GB - 2020,256GB,Space Grey,28600,29145,18,1818.66,32735.88
Wait Welcome Call,มหาวิทยาลัยราชภัฏลำปาง,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,4,3,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,15800,16345,18,1224.96,22049.28
Wait Welcome Call,มหาวิทยาลัยมหาสารคาม,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,2,2,Smart Phone,iPhone 13,128GB,Midnight,24500,25045,18,1563.26,28138.68
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,การบริการ/การท่องเที่ยว/การโรงแรม,ปริญญาตรี,4,3,Smart Phone,iPhone 13,128GB,Starlight,24500,24865,12,1650.37,19804.44
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,การจัดการ,ปริญญาตรี,2,1,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),64GB,Pink,16700,20889,24,1087.15,26091.6
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา เขตพื้นที่ภาคพายัพเชียงใหม่,วิจิตรศิลป์/มัณฑนศิลป์/จิตรกรรม/สถาปัตยกรรม/โบราณคดี,ปริญญาตรี,3,3,Smart Phone,iPhone 15,128GB,Blue,32900,33445,18,2503.09,45055.62
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1,Laptop,MacBook Air 13: M1 chip 8C CPU/7C GPU/8GB/256GB - 2020,256GB,Silver,28600,29330,24,1755.53,42132.72
Wait Welcome Call,มหาวิทยาลัยราชภัฏนครสวรรค์,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,4,3,Smart Phone,iPhone 13,128GB,Pink,24500,25230,24,1574.1,37778.4
Wait Welcome Call,มหาวิทยาลัยราชภัฏเพชรบุรี ,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,3,1,Smart Phone,iPhone 14,128GB,Midnight,28500,33020,24,2059.03,49416.72
Wait Welcome Call,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,เทคโนโลยี,ปริญญาตรี,4,1,Smart Phone,iPhone 15 Plus,128GB,Black,37900,38630,24,2408.25,57798
Wait Welcome Call,มหาวิทยาลัยราชภัฏสกลนคร,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,3,3,Smart Phone,iPhone 15,128GB,Black,32900,33445,18,2365.68,42582.24
Wait Welcome Call,มหาวิทยาลัยราชภัฏเพชรบุรี ,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,1,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),64GB,Pink,16700,23479,24,1465.1,35162.4
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1,Smart Phone,iPhone 15 Plus,128GB,Blue,37900,38445,18,2864.02,51552.36
Wait Welcome Call,มหาวิทยาลัยราชภัฏอุดรธานี,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,1,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Deep Purple,36690,37235,18,2786.48,50156.64
Wait Welcome Call,มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต,นิติศาสตร์​,ปริญญาตรี,1,2,Smart Phone,iPhone 15,128GB,Blue,32900,33445,18,2503.18,45057.24
Wait Welcome Call,มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต,นิติศาสตร์​,ปริญญาตรี,1,2,Smart Phone,iPhone 15,128GB,Blue,32900,33445,18,2503.18,45057.24
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตสงขลา,บริหารธุรกิจ,ปริญญาตรี,3,3,Smart Phone,iPhone 14,128GB,Starlight,28500,29230,24,1823.1,43754.4
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตขอนแก่น,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,1,2,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Purple,21900,22265,12,1853.61,22243.32
Wait Welcome Call,มหาวิทยาลัยแม่โจ้ วิทยาเขตเชียงใหม่,บริหารธุรกิจ,ปริญญาตรี,1,2,Smart Phone,iPhone 15,128GB,Blue,32900,33630,24,1748.09,41954.16
Wait Welcome Call,มหาวิทยาลัยวงษ์ชวลิตกุล,พยาบาล,ปริญญาตรี,1,1,Laptop,MacBook Air 13: M1 chip 8C CPU/7C GPU/8GB/256GB - 2020,256GB,Space Grey,28600,28870,9,3003.9,27035.1
Wait Welcome Call,มหาวิทยาลัยราชภัฏศรีสะเกษ,สาธารณสุข/เวชศาสตร์เขตร้อน,ปริญญาตรี,1,2,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),256GB,Space Gray,18100,22289,24,1391.02,33384.48
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตสงขลา,บริหารธุรกิจ,ปริญญาตรี,4,3,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,18100,18830,24,1175.71,28217.04
Wait Welcome Call,มหาวิทยาลัยราชภัฏจันทรเกษม,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,5,2,Smart Phone,iPhone 14,128GB,Midnight,28500,28865,12,2402.24,28826.88
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,วิศวกรรมศาสตร์​,ปริญญาตรี,3,2,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,12100,18514,12,1541.81,18501.72
Wait Welcome Call,วิทยาลัยการสาธารณสุขสิรินธร จังหวัดอุบลราชธานี,สาธารณสุข/เวชศาสตร์เขตร้อน,ปริญญาตรี,1,1,Smart Phone,iPhone 13,128GB,Starlight,24500,25230,24,1574.1,37778.4
Wait Welcome Call,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตบางเขน,เทคนิคการแพทย์/รังสีเทคนิค/สหเวช/จิตวิทยา/กายภาพบำบัด,ปริญญาตรี,4,3,Smart Phone,iPhone 15,128GB,Pink,32900,33630,24,2097,50328
Wait Welcome Call,วิทยาลัยเทคโนโลยีชนะพลขันธ์นครราชสีมา,บริหารธุรกิจ,เทียบเท่าปริญญาตรี,1,2,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Space Black,36690,37420,24,1900.08,45601.92
Wait Welcome Call,มหาวิทยาลัยรามคำแหง วิทยาเขตบางนา (รามคำแหง 2),นิติศาสตร์​,ปริญญาตรี,1,2,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,18100,18645,18,1164.6,20962.8
Wait Welcome Call,มหาวิทยาลัยราชภัฏสวนสุนันทา,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,2,3,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,18100,18830,24,980.34,23528.16
Wait Welcome Call,มหาวิทยาลัยราชภัฏอุดรธานี,เทคโนโลยี,ปริญญาตรี,4,3,Smart Phone,iPhone 13,128GB,Starlight,24500,25045,18,1563.26,28138.68
